song name,artist,wav file location
Summertime Sadness,Lana Del Rey,downloads/Summertime Sadness - Lana Del Rey.wav
safe,2hollis,downloads/safe - 2hollis.wav
All For Us,Labrinth,downloads/All For Us - Labrinth.wav
Chantaje (feat. Maluma),Shakira,downloads/Chantaje (feat. Maluma) - Shakira.wav
Sober,Tool,downloads/Sober - Tool.wav
Over & Over,Rio Romeo,downloads/Over & Over - Rio Romeo.wav
Fairy of Shampoo,TOMORROW X TOGETHER,downloads/Fairy of Shampoo - TOMORROW X TOGETHER.wav
Chum,Earl Sweatshirt,downloads/Chum - Earl Sweatshirt.wav
let it happen,Gracie Abrams,downloads/let it happen - Gracie Abrams.wav
Static,Steve Lacy,downloads/Static - Steve Lacy.wav
Daughter of a Cop,TV Girl,downloads/Daughter of a Cop - TV Girl.wav
So My Darling,Acoustic - Rachel Chinouriri,downloads/So My Darling - Acoustic - Rachel Chinouriri.wav
The Beach,The Neighbourhood,downloads/The Beach - The Neighbourhood.wav
Rock the Casbah,Remastered - The Clash,downloads/Rock the Casbah - Remastered - The Clash.wav
Boulevard of Broken Dreams,Green Day,downloads/Boulevard of Broken Dreams - Green Day.wav
Candy Shop,50 Cent,downloads/Candy Shop - 50 Cent.wav
Pilot Jones,Frank Ocean,downloads/Pilot Jones - Frank Ocean.wav
Into the Unknown,Idina Menzel,downloads/Into the Unknown - Idina Menzel.wav
Save Your Tears (Remix) (with Ariana Grande),Bonus Track - The Weeknd,downloads/Save Your Tears (Remix) (with Ariana Grande) - Bonus Track - The Weeknd.wav
Seoul City,Jennie,downloads/Seoul City - Jennie.wav
black hair,Alex G,downloads/black hair - Alex G.wav
Fell in Love With a Girl,The White Stripes,downloads/Fell in Love With a Girl - The White Stripes.wav
Up From the Bottom,Linkin Park,downloads/Up From the Bottom - Linkin Park.wav
Mi Buen Amor,Mon Laferte,downloads/Mi Buen Amor - Mon Laferte.wav
doomsday,Lizzy McAlpine,downloads/doomsday - Lizzy McAlpine.wav
What the hip hop hell is this ?,JPEGMAFIA,downloads/What the hip hop hell is this ? - JPEGMAFIA.wav
Peach,Kevin Abstract,downloads/Peach - Kevin Abstract.wav
Geek timë,yeat,downloads/Geek timë - yeat.wav
Under Control (feat. Hurts),Calvin Harris,downloads/Under Control (feat. Hurts) - Calvin Harris.wav
Check the Rhime,A Tribe Called Quest,downloads/Check the Rhime - A Tribe Called Quest.wav
rapunzel (feat. Megan Thee Stallion),Lisa,downloads/rapunzel (feat. Megan Thee Stallion) - Lisa.wav
Lotus Flower Bomb (feat. Miguel),Wale,downloads/Lotus Flower Bomb (feat. Miguel) - Wale.wav
Unconditional,JaeHyun,downloads/Unconditional - JaeHyun.wav
Could You Be Loved,Bob Marley & The Wailers,downloads/Could You Be Loved - Bob Marley & The Wailers.wav
Hey Stephen (Taylor’s Version),Taylor Swift,downloads/Hey Stephen (Taylor’s Version) - Taylor Swift.wav
Rakata,Arca,downloads/Rakata - Arca.wav
Cloud 9,Beach Bunny,downloads/Cloud 9 - Beach Bunny.wav
Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],Metro Boomin,downloads/Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa] - Metro Boomin.wav
GIRL HELL 1999,femtanyl,downloads/GIRL HELL 1999 - femtanyl.wav
Break the Ice,Britney Spears,downloads/Break the Ice - Britney Spears.wav
Crack com Mussilon,Matuê,downloads/Crack com Mussilon - Matuê.wav
Montero (Call Me By Your Name),Lil Nas X,downloads/Montero (Call Me By Your Name) - Lil Nas X.wav
Happiness,The 1975,downloads/Happiness - The 1975.wav
Kick Back,Kenshi Yonezu,downloads/Kick Back - Kenshi Yonezu.wav
Free Fallin',Tom Petty,downloads/Free Fallin' - Tom Petty.wav
Dis-ease,BTS,downloads/Dis-ease - BTS.wav
God’s Menu,STRAY KIDS,downloads/God’s Menu - STRAY KIDS.wav
Close to You,Jin,downloads/Close to You - Jin.wav
Know Yourself,Drake,downloads/Know Yourself - Drake.wav
F.N,lil tjay,downloads/F.N - lil tjay.wav
I Got No Time,The Living Tombstone,downloads/I Got No Time - The Living Tombstone.wav
Style,Taylor Swift,downloads/Style - Taylor Swift.wav
Overdose,EXO-K,downloads/Overdose - EXO-K.wav
lovely (with Khalid),Billie Eilish,downloads/lovely (with Khalid) - Billie Eilish.wav
Staying,Lizzy McAlpine,downloads/Staying - Lizzy McAlpine.wav
Sorry for Party Rocking,LMFAO,downloads/Sorry for Party Rocking - LMFAO.wav
Scott Pilgrim Vs. My GPA,Mom Jeans.,downloads/Scott Pilgrim Vs. My GPA - Mom Jeans..wav
The Motion,Drake,downloads/The Motion - Drake.wav
Life Is Beautiful,Larry June,downloads/Life Is Beautiful - Larry June.wav
Jet Fuel,Mac Miller,downloads/Jet Fuel - Mac Miller.wav
Cold,sign crushes motorist,downloads/Cold - sign crushes motorist.wav
pink diamond,Charli XCX,downloads/pink diamond - Charli XCX.wav
MANIFESTO (feat. Domo Genesis),"Tyler, the Creator","downloads/MANIFESTO (feat. Domo Genesis) - Tyler, the Creator.wav"
Born To Be Wild,Single Version - Steppenwolf,downloads/Born To Be Wild - Single Version - Steppenwolf.wav
I'm Yours,Jason Mraz,downloads/I'm Yours - Jason Mraz.wav
Soon,My Bloody Valentine,downloads/Soon - My Bloody Valentine.wav
5 Dollar Pony Rides,Mac Miller,downloads/5 Dollar Pony Rides - Mac Miller.wav
7 Weeks & 3 Days,yungatita,downloads/7 Weeks & 3 Days - yungatita.wav
XO TOUR Llif3,LIL UZI VERT,downloads/XO TOUR Llif3 - LIL UZI VERT.wav
He Can Only Hold Her,Amy Winehouse,downloads/He Can Only Hold Her - Amy Winehouse.wav
twin,Jennie,downloads/twin - Jennie.wav
Todo De Ti,Rauw Alejandro,downloads/Todo De Ti - Rauw Alejandro.wav
Speed Drive,Charli XCX,downloads/Speed Drive - Charli XCX.wav
Paris,Sabrina Carpenter,downloads/Paris - Sabrina Carpenter.wav
Say It Ain't So,Original Mix - Weezer,downloads/Say It Ain't So - Original Mix - Weezer.wav
DUMBAI,Ca7riel & Paco Amoroso,downloads/DUMBAI - Ca7riel & Paco Amoroso.wav
Forever Young,BLACKPINK,downloads/Forever Young - BLACKPINK.wav
Pocketful of Sunshine,Natasha Bedingfield,downloads/Pocketful of Sunshine - Natasha Bedingfield.wav
Art Deco,Lana Del Rey,downloads/Art Deco - Lana Del Rey.wav
There's Nothing Holdin' Me Back,Shawn Mendes,downloads/There's Nothing Holdin' Me Back - Shawn Mendes.wav
Vanished,Crystal Castles,downloads/Vanished - Crystal Castles.wav
The Hand That Feeds,Nine Inch Nails,downloads/The Hand That Feeds - Nine Inch Nails.wav
"Fear, Sex",MAGDALENA BAY,"downloads/Fear, Sex - MAGDALENA BAY.wav"
Red Flavor,Red Velvet,downloads/Red Flavor - Red Velvet.wav
Master of None,Beach House,downloads/Master of None - Beach House.wav
Hummingbird (Metro Boomin & James Blake),Metro Boomin,downloads/Hummingbird (Metro Boomin & James Blake) - Metro Boomin.wav
Non-Stop,Leslie Odom Jr.,downloads/Non-Stop - Leslie Odom Jr..wav
I'll See You When We're Both Not So Emotional,American Football,downloads/I'll See You When We're Both Not So Emotional - American Football.wav
Message in a Bottle (Taylor's Version) (From the Vault),Taylor Swift,downloads/Message in a Bottle (Taylor's Version) (From the Vault) - Taylor Swift.wav
Butterfly,BTS,downloads/Butterfly - BTS.wav
In Circles,Remastered - Sunny Day Real Estate,downloads/In Circles - Remastered - Sunny Day Real Estate.wav
quiero sentirme bien,Kali Uchis,downloads/quiero sentirme bien - Kali Uchis.wav
THE GREATEST,Billie Eilish,downloads/THE GREATEST - Billie Eilish.wav
Ordinary,Alex Warren,downloads/Ordinary - Alex Warren.wav
Leray,Trippie Redd,downloads/Leray - Trippie Redd.wav
Vogue,Madonna,downloads/Vogue - Madonna.wav
hot girl bummer,Blackbear,downloads/hot girl bummer - Blackbear.wav
Whatcha Gonna Do,The Valdons,downloads/Whatcha Gonna Do - The Valdons.wav
Smoking on My Ex Pack,SZA,downloads/Smoking on My Ex Pack - SZA.wav
Jackie down the line,Fontaines D.C.,downloads/Jackie down the line - Fontaines D.C..wav
Monster,Red Velvet - IRENE & SEULGI,downloads/Monster - Red Velvet - IRENE & SEULGI.wav
Surrender,Cheap Trick,downloads/Surrender - Cheap Trick.wav
Mary Jane's Last Dance,Tom Petty and The Heartbreakers,downloads/Mary Jane's Last Dance - Tom Petty and The Heartbreakers.wav
Faith,Remastered - featured in 'Babygirl' - George Michael,downloads/Faith - Remastered - featured in 'Babygirl' - George Michael.wav
Don't Look Back In Anger,Remastered - Oasis,downloads/Don't Look Back In Anger - Remastered - Oasis.wav
Midnight Sky,Miley Cyrus,downloads/Midnight Sky - Miley Cyrus.wav
Halley's Comet,Billie Eilish,downloads/Halley's Comet - Billie Eilish.wav
Nope your too late i already died,wifiskeleton,downloads/Nope your too late i already died - wifiskeleton.wav
Réu Confesso,Tim Maia,downloads/Réu Confesso - Tim Maia.wav
G2G,Skrillex,downloads/G2G - Skrillex.wav
Love Me,Lil Wayne,downloads/Love Me - Lil Wayne.wav
First Person Shooter (feat. J. Cole),Drake,downloads/First Person Shooter (feat. J. Cole) - Drake.wav
Posthumous Forgiveness,Tame Impala,downloads/Posthumous Forgiveness - Tame Impala.wav
P power (feat. Drake),Gunna,downloads/P power (feat. Drake) - Gunna.wav
Let's Go to Bed,The Cure,downloads/Let's Go to Bed - The Cure.wav
Bruises,Lewis Capaldi,downloads/Bruises - Lewis Capaldi.wav
You Can't Always Get What You Want,The Rolling Stones,downloads/You Can't Always Get What You Want - The Rolling Stones.wav
Lonely,RM,downloads/Lonely - RM.wav
Living Legend,Lana Del Rey,downloads/Living Legend - Lana Del Rey.wav
Never Meant,American Football,downloads/Never Meant - American Football.wav
Amazing,Rex Orange County,downloads/Amazing - Rex Orange County.wav
How to disappear,Lana Del Rey,downloads/How to disappear - Lana Del Rey.wav
Europapa,Joost,downloads/Europapa - Joost.wav
She,Harry Styles,downloads/She - Harry Styles.wav
Superstar Sh*t,Dominic Fike,downloads/Superstar Sh*t - Dominic Fike.wav
Run Away with Me,Carly Rae Jepsen,downloads/Run Away with Me - Carly Rae Jepsen.wav
off the table (with The Weeknd),Ariana Grande,downloads/off the table (with The Weeknd) - Ariana Grande.wav
"Sincerely, Me",Mike Faist,"downloads/Sincerely, Me - Mike Faist.wav"
TELESCOPE,Twxn,downloads/TELESCOPE - Twxn.wav
Your Betrayal,Bullet for My Valentine,downloads/Your Betrayal - Bullet for My Valentine.wav
Heads Will Roll,Yeah Yeah Yeahs,downloads/Heads Will Roll - Yeah Yeah Yeahs.wav
Rara Vez,Milo j,downloads/Rara Vez - Milo j.wav
Figaro,Madvillain,downloads/Figaro - Madvillain.wav
(;´༎ຶٹ༎ຶ`),Oklou,downloads/(;´༎ຶٹ༎ຶ`) - Oklou.wav
OKRA,"Tyler, the Creator","downloads/OKRA - Tyler, the Creator.wav"
Kerosene!,Yves Tumor,downloads/Kerosene! - Yves Tumor.wav
Miss You,Remastered - The Rolling Stones,downloads/Miss You - Remastered - The Rolling Stones.wav
I Love You Like An Alcoholic,The Taxpayers,downloads/I Love You Like An Alcoholic - The Taxpayers.wav
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,downloads/Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey) - Ariana Grande.wav
marjorie,Taylor Swift,downloads/marjorie - Taylor Swift.wav
All I Want,Joni Mitchell,downloads/All I Want - Joni Mitchell.wav
Waterfalls,TLC,downloads/Waterfalls - TLC.wav
RAINING IN HOUSTON,Drake,downloads/RAINING IN HOUSTON - Drake.wav
Southern Nights,Glen Campbell,downloads/Southern Nights - Glen Campbell.wav
Blues,geordie greep,downloads/Blues - geordie greep.wav
Cities in Dust,Siouxsie and the Banshees,downloads/Cities in Dust - Siouxsie and the Banshees.wav
WANDERLUST,FKA twigs,downloads/WANDERLUST - FKA twigs.wav
Moonlight,Agust D,downloads/Moonlight - Agust D.wav
plague dogs,Oklou,downloads/plague dogs - Oklou.wav
Nothing's New,Rio Romeo,downloads/Nothing's New - Rio Romeo.wav
take me home,pinkpantheress,downloads/take me home - pinkpantheress.wav
Take Me Back To LA,The Weeknd,downloads/Take Me Back To LA - The Weeknd.wav
California and Me,Laufey,downloads/California and Me - Laufey.wav
July,Noah Cyrus,downloads/July - Noah Cyrus.wav
Erase Me,Main - Kid Cudi,downloads/Erase Me - Main - Kid Cudi.wav
may you never forget me,Temachii,downloads/may you never forget me - Temachii.wav
Losing My Religion,R.E.M.,downloads/Losing My Religion - R.E.M..wav
SEE YOU AGAIN VIP,Skrillex,downloads/SEE YOU AGAIN VIP - Skrillex.wav
Interstate Love Song,2019 Remaster - Stone Temple Pilots,downloads/Interstate Love Song - 2019 Remaster - Stone Temple Pilots.wav
Hooked on a Feeling,Blue Swede,downloads/Hooked on a Feeling - Blue Swede.wav
Obstacles,Syd Matters,downloads/Obstacles - Syd Matters.wav
メズマライザー (feat. 初音ミク&重音テト),32ki,downloads/メズマライザー (feat. 初音ミク&重音テト) - 32ki.wav
moonchild,RM,downloads/moonchild - RM.wav
Remember My Name,Mitski,downloads/Remember My Name - Mitski.wav
Stockholm Syndrome,One Direction,downloads/Stockholm Syndrome - One Direction.wav
Tumblr Girls (feat. Christoph Andersson),G-Eazy,downloads/Tumblr Girls (feat. Christoph Andersson) - G-Eazy.wav
Comfortably Numb,Pink Floyd,downloads/Comfortably Numb - Pink Floyd.wav
Magnolia,Playboi Carti,downloads/Magnolia - Playboi Carti.wav
tolerate it,Taylor Swift,downloads/tolerate it - Taylor Swift.wav
Every You Every Me,Placebo,downloads/Every You Every Me - Placebo.wav
Can You Feel My Heart,Bring Me the Horizon,downloads/Can You Feel My Heart - Bring Me the Horizon.wav
Remember Me (from the series Arcane League of Legends),Arcane,downloads/Remember Me (from the series Arcane League of Legends) - Arcane.wav
what if… (dance mix),J-Hope,downloads/what if… (dance mix) - J-Hope.wav
435,"Tyler, the Creator","downloads/435 - Tyler, the Creator.wav"
We Major,Kanye West,downloads/We Major - Kanye West.wav
Big Deal,Lucy Dacus,downloads/Big Deal - Lucy Dacus.wav
fuck love,xxxtentacion,downloads/fuck love - xxxtentacion.wav
I Found,Amber Run,downloads/I Found - Amber Run.wav
Take a Bow,Rihanna,downloads/Take a Bow - Rihanna.wav
Him & I (with Halsey),G-Eazy,downloads/Him & I (with Halsey) - G-Eazy.wav
Helmet,Steve Lacy,downloads/Helmet - Steve Lacy.wav
She Will,Lil Wayne,downloads/She Will - Lil Wayne.wav
Gaiola É o Troco,MC Du Black,downloads/Gaiola É o Troco - MC Du Black.wav
Overseas,Ken Carson,downloads/Overseas - Ken Carson.wav
Beach Baby,Bon Iver,downloads/Beach Baby - Bon Iver.wav
Kiss Kiss (feat. T-Pain),Chris Brown,downloads/Kiss Kiss (feat. T-Pain) - Chris Brown.wav
Sexual Healing,Marvin Gaye,downloads/Sexual Healing - Marvin Gaye.wav
Eat Your Young,Hozier,downloads/Eat Your Young - Hozier.wav
on one tonight,Gunna,downloads/on one tonight - Gunna.wav
Flatline,Justin Bieber,downloads/Flatline - Justin Bieber.wav
Just Like Honey,The Jesus and Mary Chain,downloads/Just Like Honey - The Jesus and Mary Chain.wav
R e s e n t m e n t,PARTYNEXTDOOR,downloads/R e s e n t m e n t - PARTYNEXTDOOR.wav
Hollaback Girl,Gwen Stefani,downloads/Hollaback Girl - Gwen Stefani.wav
One of Your Girls,Troye Sivan,downloads/One of Your Girls - Troye Sivan.wav
White Teeth Teens,Lorde,downloads/White Teeth Teens - Lorde.wav
Tarot,Bad Bunny,downloads/Tarot - Bad Bunny.wav
Young,VACATIONS,downloads/Young - VACATIONS.wav
Baby Boy (feat. Sean Paul),Beyoncé,downloads/Baby Boy (feat. Sean Paul) - Beyoncé.wav
I'm with You,Avril Lavigne,downloads/I'm with You - Avril Lavigne.wav
Good Form,Nicki Minaj,downloads/Good Form - Nicki Minaj.wav
Tommy's Party,Peach Pit,downloads/Tommy's Party - Peach Pit.wav
Vicious Sensitive Robot,The Marías,downloads/Vicious Sensitive Robot - The Marías.wav
Blight,Zeruel,downloads/Blight - Zeruel.wav
Into It,Chase Atlantic,downloads/Into It - Chase Atlantic.wav
Ouro de Tolo,Marina Sena,downloads/Ouro de Tolo - Marina Sena.wav
Welcome to the Black Parade,My Chemical Romance,downloads/Welcome to the Black Parade - My Chemical Romance.wav
2 hands,Tate McRae,downloads/2 hands - Tate McRae.wav
Never Too Much,Luther Vandross,downloads/Never Too Much - Luther Vandross.wav
Bleed It Out,Linkin Park,downloads/Bleed It Out - Linkin Park.wav
Calling My Spirit,Kodak Black,downloads/Calling My Spirit - Kodak Black.wav
I Know,Fiona Apple,downloads/I Know - Fiona Apple.wav
Love Galore (feat. Travis Scott),SZA,downloads/Love Galore (feat. Travis Scott) - SZA.wav
Wet Hands,C418,downloads/Wet Hands - C418.wav
Alone,jimin,downloads/Alone - jimin.wav
eVeR sinCE nEw yORK,Harry Styles,downloads/eVeR sinCE nEw yORK - Harry Styles.wav
Hearing Damage,Thom Yorke,downloads/Hearing Damage - Thom Yorke.wav
Bubbly,Colbie Caillat,downloads/Bubbly - Colbie Caillat.wav
Sparks Fly (Taylor’s Version),Taylor Swift,downloads/Sparks Fly (Taylor’s Version) - Taylor Swift.wav
My Sacrifice,Creed,downloads/My Sacrifice - Creed.wav
R.I.P. Fredo (feat. Young Nudy),Notice Me - Playboi Carti,downloads/R.I.P. Fredo (feat. Young Nudy) - Notice Me - Playboi Carti.wav
False Alarm,The Weeknd,downloads/False Alarm - The Weeknd.wav
Youngblood,5 Seconds of Summer,downloads/Youngblood - 5 Seconds of Summer.wav
Mambo No. 5 (A Little Bit Of...),Lou Bega,downloads/Mambo No. 5 (A Little Bit Of...) - Lou Bega.wav
Cornfield Chase,Hans Zimmer,downloads/Cornfield Chase - Hans Zimmer.wav
21 Questions,50 Cent,downloads/21 Questions - 50 Cent.wav
Pyro,Kings of Leon,downloads/Pyro - Kings of Leon.wav
D'yer Mak'er,Remaster - Led Zeppelin,downloads/D'yer Mak'er - Remaster - Led Zeppelin.wav
Writing's On The Wall,Role Model,downloads/Writing's On The Wall - Role Model.wav
Bartender (feat. Akon),T-Pain,downloads/Bartender (feat. Akon) - T-Pain.wav
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. posth.",Frédéric Chopin,"downloads/Chopin: Nocturne No. 20 in C-Sharp Minor, Op. posth. - Frédéric Chopin.wav"
Apologize,OneRepublic,downloads/Apologize - OneRepublic.wav
Reckoner,Radiohead,downloads/Reckoner - Radiohead.wav
Seek & Destroy,Remastered - Metallica,downloads/Seek & Destroy - Remastered - Metallica.wav
Twin Flames,Midrift,downloads/Twin Flames - Midrift.wav
No Surprises,Radiohead,downloads/No Surprises - Radiohead.wav
Earfquake,"Tyler, the Creator","downloads/Earfquake - Tyler, the Creator.wav"
SIN MIEDO,JPEGMAFIA,downloads/SIN MIEDO - JPEGMAFIA.wav
Try Me,The Weeknd,downloads/Try Me - The Weeknd.wav
Groupie Love (feat. A$AP Rocky),Lana Del Rey,downloads/Groupie Love (feat. A$AP Rocky) - Lana Del Rey.wav
All We Ever Do Is Talk,Del Water Gap,downloads/All We Ever Do Is Talk - Del Water Gap.wav
Mama,My Chemical Romance,downloads/Mama - My Chemical Romance.wav
Problem,Ariana Grande,downloads/Problem - Ariana Grande.wav
CATCH ME OUTSIDE,SKI MASK THE SLUMP GOD,downloads/CATCH ME OUTSIDE - SKI MASK THE SLUMP GOD.wav
Alkaline,Sleep Token,downloads/Alkaline - Sleep Token.wav
Serpentskirt,Cocteau Twins,downloads/Serpentskirt - Cocteau Twins.wav
Take My Breath Away,"Love Theme From ""Top Gun"" - Berlin","downloads/Take My Breath Away - Love Theme From ""Top Gun"" - Berlin.wav"
Slow Dance (feat. Sofia Carson),jimin,downloads/Slow Dance (feat. Sofia Carson) - jimin.wav
カワキヲアメク,美波,downloads/カワキヲアメク - 美波.wav
Va Va Voom,Nicki Minaj,downloads/Va Va Voom - Nicki Minaj.wav
Last valentines,pinkpantheress,downloads/Last valentines - pinkpantheress.wav
MOTINHA 2.0 (Mete Marcha),Dennis,downloads/MOTINHA 2.0 (Mete Marcha) - Dennis.wav
Victorious,Panic! at the Disco,downloads/Victorious - Panic! at the Disco.wav
BACKR00MS,Playboi Carti,downloads/BACKR00MS - Playboi Carti.wav
Iceblink Luck,Cocteau Twins,downloads/Iceblink Luck - Cocteau Twins.wav
Mercury,Steve Lacy,downloads/Mercury - Steve Lacy.wav
Team,Lorde,downloads/Team - Lorde.wav
Sugar For The Pill,Slowdive,downloads/Sugar For The Pill - Slowdive.wav
DESPECHÁ,Rosalía,downloads/DESPECHÁ - Rosalía.wav
El Alma Que Te Trajo,SAFETY TRANCE,downloads/El Alma Que Te Trajo - SAFETY TRANCE.wav
Flor De Lis,Djavan,downloads/Flor De Lis - Djavan.wav
NARCISSISTIC PERSONALITY DISORDER,Odetari,downloads/NARCISSISTIC PERSONALITY DISORDER - Odetari.wav
